volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
III,18,,All-green Phyllornis,Phyllornis cyanopogon,Chloropsis cyanopogon,Lesser Green Leafbird,leglea1,eBird/Clements 2025,Q1123850,5230729,,Chloropsis cyanopogon_Lesser Green Leafbird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,19,,Malayan Fairy Bluebird,Irena cyanea,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Irena puella (Asian Fairy-bluebird),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,20,,Bornean Fairy Bluebird,Irena criniger,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Irena puella (Asian Fairy-bluebird),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,21,,Indian Fairy Bluebird,Irena puella,Irena puella,Asian Fairy-bluebird,asfblu1,eBird/Clements 2025,Q605846,2488929,BFC86948F8D0041E,Irena puella_Asian Fairy-bluebird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,22,,Blue-mantled Fairy Bluebird,Irena cyanogastra,Irena cyanogastra,Philippine Fairy-bluebird,phifab1,eBird/Clements 2025,Q941754,7342085,D27C14EE27FA2675,Irena cyanogastra_Philippine Fairy-bluebird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,23,,Black-mantled Fairy Bluebird,Irena melanochlamys,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Irena cyanogaster (Irena cyanogaster),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,24,,Dial Bird,Copsychus saularis,Copsychus saularis,Oriental Magpie-Robin,magrob,eBird/Clements 2025,Q266761,2492680,D112C938D2650926,Copsychus saularis_Oriental Magpie-Robin,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,25,,Malaccan Dial Bird,Copsychus Mindanensis,Copsychus mindanensis,Philippine Magpie-Robin,phimar1,eBird/Clements 2025,Q2511716,6092661,24D2DF19,Copsychus mindanensis_Philippine Magpie-Robin,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,26,,Chestnut-bellied Dial Bird,Copsychus suavis,Copsychus malabaricus,White-rumped Shama,whrsha,eBird/Clements 2025,Q27075635,2492675,0E5168F9,Copsychus malabaricus_White-rumped Shama,subspecies,medium,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,27,,Bligh's Whistling Thrush,Myiophoneus Blighi,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Myiophonus blighi (Myiophonus blighi),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,28,,Formosan Whistling Thrush,Myiophoneus insularis,Myophonus insularis,Taiwan Whistling-Thrush,fowthr1,eBird/Clements 2025,Q386368,5733816,5420A5B74119A2B8,Myophonus insularis_Taiwan Whistling-Thrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,29,,White-bellied Callene,Callene albiventris,Sholicola albiventris,White-bellied Sholakili,whbsho3,eBird/Clements 2025,,,76F3C88519C4B684,Sholicola albiventris_White-bellied Sholakili,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,30,,Slender-billed Chat-Thrush,Leioptila annectens,Leioptila annectens,Rufous-backed Sibia,rubsib1,eBird/Clements 2025,Q966162,,,Leioptila annectens_Rufous-backed Sibia,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,31,,Himalayan Conostoma,Conostoma emodium,Paradoxornis aemodius,Great Parrotbill,grepar1,eBird/Clements 2025,Q278124,5844573,D1065C8CFA213116,Conostoma aemodium_Great Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,32,,Black-and-white Sibia,Sibia melanoleuca,Heterophasia melanoleuca,Black-backed Sibia,blbsib1,eBird/Clements 2025,Q3314721,2493393,2B9C44680E62601D,Heterophasia melanoleuca_Black-backed Sibia,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,33,,Red-kneed Pomatorhinus,Pomatorhinus erythrocnemis,Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler,sbsbab2,eBird/Clements 2025,Q28871463,10692161,6D1FD3C6B354A0B4,Erythrogenys erythrocnemis_Black-necklaced Scimitar-Babbler,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,34,,Scimitar-bill,Xiphoramphus superciliaris,Pomatorhinus superciliaris,Slender-billed Scimitar-Babbler,sbsbab1,eBird/Clements 2025,Q27075512,6100829,F2705CFEB4F5FEC2,Pomatorhinus superciliaris_Slender-billed Scimitar-Babbler,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,35,,Crimson-winged Trochalopteron,Trochalopteron phoeniceum,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Liocichla phoenicea (Red-faced Liocichla),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,36,,Beautiful Trochalopteron,Trochalopteron formosum,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax formosus (Red-winged Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,37,,Allied Thrush,Trochalopteron affine,Trochalopteron affine,Black-faced Laughingthrush,blflau1,eBird/Clements 2025,Q27075531,6101119,06A0BB289082E452,Trochalopteron affine_Black-faced Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,38,,Variegated Thrush,Trochalopteron variegatum,Trochalopteron variegatum,Variegated Laughingthrush,varlau1,eBird/Clements 2025,Q27075533,6101135,9779E4D31E16D201,Trochalopteron variegatum_Variegated Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,39,,Cinereous Trochalopteron,Trochalopteron cineraceum,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax cineraceus (Moustached Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,40,,White-eyebrowed Trochalopteron,Trochalopteron virgatum,Trochalopteron virgatum,Striped Laughingthrush,strlau3,eBird/Clements 2025,Q12268216,6101132,5046CFCA6CF6CF35,Trochalopteron virgatum_Striped Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,41,,Blyth's Laughing Thrush,Trochalopteron Blythii,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax affinis (Black-faced Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,42,,Elliot's Trochalopteron,Trochalopteron Elliotii,Trochalopteron elliotii,Elliot's Laughingthrush,elllau1,eBird/Clements 2025,Q27075528,6101126,9CBD5A5C117DE093,Trochalopteron elliotii_Elliot's Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,43,,Tickell's Laughing Thrush,Trochalopteron melanostigma,Trochalopteron melanostigma,Silver-eared Laughingthrush,sielau1,eBird/Clements 2025,Q12268214,6101136,B0EA6012E87CB51D,Trochalopteron melanostigma_Silver-eared Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,44,,Ocellated Ianthocincla,Ianthocincla ocellata,Ianthocincla ocellata,Spotted Laughingthrush,spolau1,eBird/Clements 2025,Q40655658,7518675,7A44AD5A992590A2,Ianthocincla ocellata_Spotted Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,45,,Allied Ianthocincla,Ianthocincla Artemisiae,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax ocellatus (Spotted Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,46,,Lunulated Ianthocincla,Ianthocincla lunulata,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax lunulatus (Barred Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,47,,Austen's Ianthocincla,Ianthocincla Austeni,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax austeni (Brown-capped Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,48,,Delessert's Garrulax,Garrulax Delesserti,Pterorhinus delesserti,Wayanad Laughingthrush,wynlau1,eBird/Clements 2025,Q62080177,11062506,96A465BE086638BE,Pterorhinus delesserti_Wayanad Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,49,,Yellow-throated Garrulax,Garrulax gularis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax gularis (Rufous-vented Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,50,,Red-crowned Garrulax,Garrulax ruficeps,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax albogularis (White-throated Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,51,,Black-and-yellow-billed Garrulax,Garrulax poecilorhyncha,Pterorhinus poecilorhynchus,Rusty Laughingthrush,ruslau1,eBird/Clements 2025,Q62081211,9842437,799CD8D0D06B90EE,Pterorhinus poecilorhynchus_Rusty Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,52,,Black-chinned Garrulax,Garrulax galbanus,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Garrulax galbanus (Yellow-throated Laughingthrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,53,,Grey-banded Laughing Thrush,Garrulax picticollis,Pterorhinus pectoralis,Greater Necklaced Laughingthrush,gnlthr,eBird/Clements 2025,,,75BA8D16ADB28540,,subspecies,high,yes,"form: Garrulax pectoralis picticollis (KU), not the Lesser Necklaced",List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,54,,Chinese Garrulax,Garrulax chinensis,Pterorhinus chinensis,Black-throated Laughingthrush,bltlau1,eBird/Clements 2025,Q62076441,10387816,48A456CC08BF8AAA,Pterorhinus chinensis_Black-throated Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,55,,Pere David's Pterorhinus,Pterorhinus Davidi,Pterorhinus davidi,Pere David's Laughingthrush,pedlau1,eBird/Clements 2025,Q62080657,10329905,ECB9A862110A8141,Pterorhinus davidi_Pere David's Laughingthrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,56,,Egerton's Actinodura,Actinodura Egertoni,Actinodura egertoni,Rusty-fronted Barwing,rufbar1,eBird/Clements 2025,Q2668197,2493109,34B1C50CDF7D55FD,Actinodura egertoni_Rusty-fronted Barwing,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,57,,Nepalese Actinodura,Actinodura Nipalensis,Actinodura nipalensis,Hoary-throated Barwing,hotbar1,eBird/Clements 2025,Q2668204,2493105,05F6BA7F21651EBB,Actinodura nipalensis_Hoary-throated Barwing,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,58,,Walden's Actinodura,Actinodura Waldeni,Actinodura waldeni,Streak-throated Barwing,sttbar1,eBird/Clements 2025,Q2668236,2493104,EE65C1461E5B8A84,Actinodura waldeni_Streak-throated Barwing,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,59,,Ramsay's Bee-wing,Actinodura Ramsayi,Actinodura ramsayi,Spectacled Barwing,spebar1,eBird/Clements 2025,Q2668189,2493108,7D83C29B0D2D1D43,Actinodura ramsayi_Spectacled Barwing,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,60,,Long-billed Wren,Rimator malacoptilus,Napothera malacoptila,Long-billed Wren-Babbler,lbwbab1,eBird/Clements 2025,Q49560542,8403351,9293E8A9D1ECE641,Napothera malacoptila_Long-billed Wren-Babbler,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,61,,Stellated Shortwing,Drymochares stellatus,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Brachypteryx stellata (Gould's Shortwing),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,62,,Roberts's Pygmy Babbler,Turdinulus Roberti,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Napothera epilepidota (Eyebrowed Wren-Babbler),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,63,,Short-tailed Turdinus,Turdinus brevicaudatus,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Napothera brevicaudata (Streaked Wren-Babbler),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,64,,White-naped Yuhina,Yuhina diademata,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Yuhina diademata (White-collared Yuhina),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,65,,Marsh Pellorneum,Pellorneum palustre,Pellorneum palustre,Marsh Babbler,marbab2,eBird/Clements 2025,Q2828918,2493254,,Pellorneum palustre_Marsh Babbler,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,66,,Brown Alcippe,Alcippe brunnea,Schoeniparus brunneus,Dusky Fulvetta,dusful1,eBird/Clements 2025,Q1037608,7597544,22849F1D3FD7C1BC,Schoeniparus brunneus_Dusky Fulvetta,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,67,,Nepaul Cutia,Cutia Nipalensis,Cutia nipalensis,Himalayan Cutia,cutia1,eBird/Clements 2025,Q1092863,5231396,D7F4C39A9812128C,Cutia nipalensis_Himalayan Cutia,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,68,,Anderson's Suthora,Suthora brunnea,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis webbianus (Vinous-throated Parrotbill),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,69,,Munipur Suthora,Suthora munipurensis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis nipalensis (Black-throated Parrotbill),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,70,,White-faced Suthora,Suthora Nipalensis,Suthora nipalensis,Black-throated Parrotbill,bltpar1,eBird/Clements 2025,Q27075564,6100931,F1ED1492397A0722,Suthora nipalensis_Black-throated Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,71,,Fulvous-fronted Suthora,Suthora fulvifrons,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis fulvifrons (Fulvous Parrotbil),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,72,,Webb's Suthora,Suthora Webbiana,Suthora webbiana,Vinous-throated Parrotbill,vitpar1,eBird/Clements 2025,Q28646473,8750564,,Sinosuthora webbiana_Vinous-throated Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,73,,Austen's Paradoxornis,Paradoxornis Austeni,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis guttaticollis (Spot-breasted Parrotbill),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,74,,Pere Heude's Paradoxornis,Paradoxornis Heudei,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis heudei (Reed Parrotbil),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,75,,Paradoxornis,Paradoxornis flavirostris,Paradoxornis flavirostris,Black-breasted Parrotbill,blbpar2,eBird/Clements 2025,Q3726378,2493520,664698E54E8A598A,Paradoxornis flavirostris_Black-breasted Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,76,,Long-tailed Paradoxornis,Paradoxornis unicolor,Paradoxornis unicolor,Brown Parrotbill,bropar1,eBird/Clements 2025,Q27075556,6100918,83BC333851D45D5C,Cholornis unicolor_Brown Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,77,,Grey-crowned Paradoxornis,Paradoxornis gularis,Paradoxornis gularis,Gray-headed Parrotbill,gyhpar3,eBird/Clements 2025,Q27075570,6100916,4D6EE0EA65C2A4FA,Psittiparus gularis_Gray-headed Parrotbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,78,,Red-headed Paradoxornis,Paradoxornis ruficeps,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Paradoxornis ruficeps (Greater Rufous-headed Parrotbil),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,1,,Blue-bellied Tesia,Tesia cyaneiventer,Tesia cyaniventer,Gray-bellied Tesia,gybtes1,eBird/Clements 2025,Q2667930,2493275,,Tesia cyaniventer_Gray-bellied Tesia,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,2,,Chestnut-crowned Tesia,Tesia castaneo-coronata,Cettia castaneocoronata,Chestnut-headed Tesia,chhtes1,eBird/Clements 2025,Q27075473,7953141,1884A2A58CF05227,Cettia castaneocoronata_Chestnut-headed Tesia,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,3,,Chinese Rhopophilus,Rhopophilus pekinensis,Rhopophilus pekinensis,Beijing Babbler,beibab1,eBird/Clements 2025,Q1588914,2492779,4AEBE232324033B1,Rhopophilus pekinensis_Beijing Babbler,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,4,,Little Suya,Suya lepida,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Prinia gracilis (Graceful Prinia),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,5,,White-throated Dumetia,Dumetia albogularis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Dumetia hyperythra (Tawny-bellied Babbler),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,6,,Buff-throated Dumetia,Dumetia hyperythra,Dumetia hyperythra,Tawny-bellied Babbler,tabbab1,eBird/Clements 2025,Q1305417,2492921,DC4FBF45FE6A8CF8,Dumetia hyperythra_Tawny-bellied Babbler,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,7,,Tailor-bird,Orthotomus longicaudus,Orthotomus sutorius,Common Tailorbird,comtai1,eBird/Clements 2025,Q795556,2493028,AF5B727B6F62E69D,Orthotomus sutorius_Common Tailorbird,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,8,,Grey-headed Staphida,Staphida torqueola,Staphida torqueola,Indochinese Yuhina,indyuh1,eBird/Clements 2025,Q5398611,5788985,,Staphida torqueola_Indochinese Yuhina,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,9,,Red-eyed Stachyris,Stachyris pyrrhops,Cyanoderma pyrrhops,Black-chinned Babbler,blcbab2,eBird/Clements 2025,Q55112219,8164297,4C8DBC91055D00F5,Cyanoderma pyrrhops_Black-chinned Babbler,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,10,,Red-headed Stachyris,Stachyris ruficeps,Cyanoderma ruficeps,Rufous-capped Babbler,rucbab1,eBird/Clements 2025,Q28916938,7349322,8DA71DFB80E74AFB,Cyanoderma ruficeps_Rufous-capped Babbler,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,11,,Chestnut-headed Ixulus,Ixulus castaneiceps,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Yuhina castaniceps (Striated Yuhina),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,12,,Thick-billed Ixulus,Ixulus occipitalis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Yuhina bakeri (White-naped Yuhina),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,13,,Crested Ixulus,Ixulus flavicollis,Yuhina flavicollis,Whiskered Yuhina,whiyuh1,eBird/Clements 2025,Q1037961,2493186,,Yuhina flavicollis_Whiskered Yuhina,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,14,,Rusty-naped Yuhina,Yuhina occipitalis,Yuhina occipitalis,Rufous-vented Yuhina,ruvyuh1,eBird/Clements 2025,Q1038041,2493177,E9226482AADF4856,Yuhina occipitalis_Rufous-vented Yuhina,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,15,,Fork-tailed Leiothrix,Leiothrix luteus,Leiothrix lutea,Red-billed Leiothrix,reblei,eBird/Clements 2025,Q589245,5231398,E147E79ECC57E8C2,Leiothrix lutea_Red-billed Leiothrix,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,16,,Silver-eared Leiothrix,Leiothrix argentauris,Leiothrix argentauris,Silver-eared Mesia,siemes1,eBird/Clements 2025,Q18880,5231397,6B9D3B7D34D113E2,Leiothrix argentauris_Silver-eared Mesia,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,17,,Laurin's Leiothrix?,Leiothrix laurinae,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Leiothrix argentauris (Silver-eared Leiothrix),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,18,,Striped-throated Siva,Siva strigula,Actinodura strigula,Chestnut-tailed Minla,chtmin1,eBird/Clements 2025,,2493357,,Actinodura strigula_Chestnut-tailed Minla,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,19,,Blue-winged Siva,Siva cyanouroptera,Actinodura cyanouroptera,Blue-winged Minla,blwmin1,eBird/Clements 2025,Q62123793,8209830,A6704D520252F7A6,Actinodura cyanouroptera_Blue-winged Minla,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,20,,Red-tailed Myzornis,Myzornis pyrrhoura,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Myzornis pyrrhoura (Fire-tailed Myzornis),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,21,,Asiatic Water-Ouzel,Cinclus Asiaticus,Cinclus pallasii,Brown Dipper,brodip1,eBird/Clements 2025,Q1034960,5231774,4E5EB9872F37E3A1,Cinclus pallasii_Brown Dipper,subspecies,medium,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,22,,Pallas's Water-Ouzel,Cinclus Pallasi,Cinclus pallasii,Brown Dipper,brodip1,eBird/Clements 2025,Q1034960,5231774,4E5EB9872F37E3A1,Cinclus pallasii_Brown Dipper,,high,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
IV,23,,Sombre-coloured Water-Ouzel,Cinclus sordidus,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Cinclus pallasii (Brown Dipper),List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,24,,White-bellied Water-Ouzel,Cinclus leucogaster,Cinclus cinclus,White-throated Dipper,whtdip1,eBird/Clements 2025,Q201831,2495093,FDECE3B9278A17EC,Cinclus cinclus_White-throated Dipper,subspecies,medium,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
IV,25,,Cashmerian Water-Ouzel,Cinclus Cashmeriensis,Cinclus cinclus,White-throated Dipper,whtdip1,eBird/Clements 2025,Q201831,2495093,FDECE3B9278A17EC,Cinclus cinclus_White-throated Dipper,subspecies,medium,yes,,List of Plates (vol. IV); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
