plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
162,,Calandra Lark,Alauda Calandra,Melanocorypha calandra,Calandra Lark,callar1,eBird/Clements 2025,Q470853,2490613,BDC24A8AA8A51BF9,Melanocorypha calandra_Calandra Lark,,high,yes,Alauda Calandra Pall. = Melanocorypha calandra (Calandra Lark); same species,General List (vol. I); engraved caption on the leaf; crosswalk
163,,Short-toed Lark,Alauda brachydactyla,Calandrella brachydactyla,Greater Short-toed Lark,gstlar1,eBird/Clements 2025,Q24843,2490681,4091A51E,Calandrella brachydactyla_Greater Short-toed Lark,,high,yes,Greater Short-toed Lark,General List (vol. I); engraved caption on the leaf; crosswalk
164,,Shore Lark,Alauda alpestris,Eremophila alpestris,Horned Lark,horlar,eBird/Clements 2025,Q207249,9415596,77AFF9B86BC9FEE3,Eremophila alpestris_Horned Lark,,high,yes,Shore Lark = Horned Lark,General List (vol. I); engraved caption on the leaf; crosswalk
165,,Crested Lark,Alauda cristata,Galerida cristata,Crested Lark,crelar1,eBird/Clements 2025,,,,Galerida cristata_Crested Lark,,high,yes,Alauda cristata Linn. = Galerida cristata (Crested Lark); same species,General List (vol. I); engraved caption on the leaf; crosswalk
166,,Sky Lark,Alauda arvensis,Alauda arvensis,Eurasian Skylark,skylar,eBird/Clements 2025,Q25961,8077224,2D9A361995111F42,Alauda arvensis_Eurasian Skylark,,high,yes,Alauda arvensis Linn. = Alauda arvensis (Eurasian Skylark); same species,General List (vol. I); engraved caption on the leaf; crosswalk
167,,Wood Lark,Alauda arborea,Lullula arborea,Wood Lark,woolar1,eBird/Clements 2025,Q26969,2490604,742EC2F1CA97F56C,Lullula arborea_Wood Lark,,high,yes,Alauda arborea Linn. = Lullula arborea (Wood Lark); same species,General List (vol. I); engraved caption on the leaf; crosswalk
168,,Bifasciated Lark,Certhilauda bifasciata,Alaemon alaudipes,Greater Hoopoe-Lark,grhlar1,eBird/Clements 2025,Q899345,2490659,3E4513D9B079B399,Alaemon alaudipes_Greater Hoopoe-Lark,,high,yes,Certhilauda bifasciata = Greater Hoopoe-Lark,General List (vol. I); engraved caption on the leaf; crosswalk
169,,Lark-heeled Bunting,Plectrophanes Lapponica,Calcarius lapponicus,Lapland Longspur,laplon,eBird/Clements 2025,Q208703,2491678,3534E4CEBACCB166,Calcarius lapponicus_Lapland Longspur,,high,yes,Lapland Bunting = Lapland Longspur,General List (vol. I); engraved caption on the leaf; crosswalk
170,,Snow Bunting,Plectrophanes nivalis,Plectrophenax nivalis,Snow Bunting,snobun,eBird/Clements 2025,Q26416,2491719,9BEBC02505B416EE,Plectrophenax nivalis_Snow Bunting,,high,yes,Plectrophanes nivalis Meyer. = Plectrophenax nivalis (Snow Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
171,,Common Bunting,Emberiza miliaria,Emberiza calandra,Corn Bunting,corbun1,eBird/Clements 2025,Q27220,7634625,9A87EBB0B75C410B,Emberiza calandra_Corn Bunting,,high,yes,Common Bunting = Corn Bunting,General List (vol. I); engraved caption on the leaf; crosswalk
172,,Black-headed Bunting,Emberiza melanocephala,Emberiza melanocephala,Black-headed Bunting,blhbun1,eBird/Clements 2025,Q334183,9613112,E2D2CB88A9D95E42,Emberiza melanocephala_Black-headed Bunting,,high,yes,Emberiza melanocephala Scop. = Emberiza melanocephala (Black-headed Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
173,,Yellow Bunting,Emberiza citrinella,Emberiza citrinella,Yellowhammer,yellow2,eBird/Clements 2025,Q26205,2491534,56FB47C05CB7275F,Emberiza citrinella_Yellowhammer,,high,yes,"Yellow Bunting = Yellowhammer. Trap: BirdNET's ""Yellow Bunting"" is E. sulphurata",General List (vol. I); engraved caption on the leaf; crosswalk
174,,Yellow-breasted Bunting,Emberiza aureola,Emberiza aureola,Yellow-breasted Bunting,yebbun,eBird/Clements 2025,Q335535,2491518,7574C0E53A34CCFD,Emberiza aureola_Yellow-breasted Bunting,,high,yes,Emberiza aureola Pall. = Emberiza aureola (Yellow-breasted Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
175,,Cirl Bunting,Emberiza Cirlus,Emberiza cirlus,Cirl Bunting,cirbun1,eBird/Clements 2025,Q148583,7626513,9AAB8C2174EFDF60,Emberiza cirlus_Cirl Bunting,,high,yes,Emberiza Cirlus Linn. = Emberiza cirlus (Cirl Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
176,,Ortolan Bunting,Emberiza hortulana,Emberiza hortulana,Ortolan Bunting,ortbun1,eBird/Clements 2025,Q206630,2491482,4721056132879EB7,Emberiza hortulana_Ortolan Bunting,,high,yes,Emberiza hortulana Linn. = Emberiza hortulana (Ortolan Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
177,,Rustic Bunting,Emberiza rustica,Emberiza rustica,Rustic Bunting,rusbun,eBird/Clements 2025,Q286809,2491582,DA9746CEC82D30A3,Emberiza rustica_Rustic Bunting,,high,yes,Emberiza rustica Pall. = Emberiza rustica (Rustic Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
178,,Lesbian Bunting,Emberiza Lesbia,,,,,,,,,,low,no,Emberiza lesbia Gmel. is a doubtful name (usually sunk in Cirl Bunting or treated as a young/female bunting); no standing species. Blank,General List (vol. I); crosswalk
179,,Meadow Bunting,Emberiza cia,Emberiza cia,Rock Bunting,rocbun1,eBird/Clements 2025,Q205491,2491498,4836E64E80D5A372,Emberiza cia_Rock Bunting,,high,yes,"Meadow Bunting (Gould) = Rock Bunting. Trap: BirdNET's ""Meadow Bunting"" is E. cioides",General List (vol. I); engraved caption on the leaf; crosswalk
180,,Pine Bunting,Emberiza pithyornus,Emberiza leucocephalos,Pine Bunting,pinbun,eBird/Clements 2025,Q221423,2491472,43EF3EA79A531279,Emberiza leucocephalos_Pine Bunting,,high,yes,Emberiza pithyornus Pall. = Pine Bunting,General List (vol. I); engraved caption on the leaf; crosswalk
181,,Cretzschmar's Bunting,Emberiza cæsia,Emberiza caesia,Cretzschmar's Bunting,crebun2,eBird/Clements 2025,Q837753,2491490,A7F3E6AE9A1929F9,Emberiza caesia_Cretzschmar's Bunting,,high,yes,Emberiza cæsia Cretz. = Emberiza caesia (Cretzschmar's Bunting); same species,General List (vol. I); engraved caption on the leaf; crosswalk
182,,Marsh Bunting,Emberiza palustris,Emberiza schoeniclus,Reed Bunting,reebun,eBird/Clements 2025,Q26961,2491557,C0B9787440316E20,Emberiza schoeniclus_Reed Bunting,subspecies,high,yes,Emberiza palustris Savi = the thick-billed Reed Bunting (E. schoeniclus intermedia group),General List (vol. I); engraved caption on the leaf; crosswalk
183,,Reed Bunting,Emberiza schœniculus,Emberiza schoeniclus,Reed Bunting,reebun,eBird/Clements 2025,Q26961,2491557,C0B9787440316E20,Emberiza schoeniclus_Reed Bunting,,high,no,"Emberiza schœniculus Linn. = Emberiza schoeniclus (Reed Bunting); same species, older binomial",General List (vol. I); crosswalk
184,1. House Sparrow.,Common Sparrow,Pyrgita domestica,Passer domesticus,House Sparrow,houspa,eBird/Clements 2025,Q14683,5231190,240E33900CE34D44,Passer domesticus_House Sparrow,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
184,2. Tree Sparrow.,Tree Sparrow,Pyrgita montana,Passer montanus,Eurasian Tree Sparrow,eutspa,eBird/Clements 2025,Q25968,5231198,C22FBF8D,Passer montanus_Eurasian Tree Sparrow,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
185,1. Spanish Sparrow.,Spanish Sparrow,Pyrgita Hispaniolensis,Passer hispaniolensis,Spanish Sparrow,spaspa1,eBird/Clements 2025,Q466200,5231209,5A8E09A18B86D140,Passer hispaniolensis_Spanish Sparrow,,high,yes,Pyrgita Hispaniolensis Cuv. = Passer hispaniolensis (Spanish Sparrow); same species,General List (vol. I); engraved caption on the leaf; crosswalk
185,2. Alpine Sparrow.,Alpine Sparrow,Pyrgita Cisalpina,Passer italiae,Italian Sparrow,itaspa1,eBird/Clements 2025,Q937933,8426551,3718C3F9FDA2A7FB,Passer italiae_Italian Sparrow,,high,yes,Fringilla cisalpina Temm. = Italian Sparrow (a stabilised hybrid species; some lists keep it in House Sparrow),General List (vol. I); engraved caption on the leaf; crosswalk
186,,Doubtful Sparrow,Pyrgita petronia,Petronia petronia,Rock Sparrow,rocpet1,eBird/Clements 2025,Q736313,2492350,F8748F12A35515B1,Petronia petronia_Rock Sparrow,,high,yes,"""Doubtful Sparrow"" is only Gould's English name: Fringilla petronia Linn. = Rock Sparrow",General List (vol. I); engraved caption on the leaf; crosswalk
187,,Chaffinch,Fringilla Cælebs,Fringilla coelebs,Common Chaffinch,comcha,eBird/Clements 2025,Q25383,2494422,6364E4A5,Fringilla coelebs_Common Chaffinch,,high,yes,"Fringilla Cælebs Linn. = Fringilla coelebs (Common Chaffinch); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
188,,Mountain or Bramble Finch,Fringilla montifringilla,Fringilla montifringilla,Brambling,brambl,eBird/Clements 2025,Q188877,2494441,E16B2C0328E05DC5,Fringilla montifringilla_Brambling,,high,yes,Brambling,General List (vol. I); engraved caption on the leaf; crosswalk
189,,Snow Finch,Fringilla nivalis,Montifringilla nivalis,White-winged Snowfinch,whwsno1,eBird/Clements 2025,Q499290,2492371,3E389D037AA10A4C,Montifringilla nivalis_White-winged Snowfinch,,high,yes,Snow Finch = White-winged Snowfinch,General List (vol. I); engraved caption on the leaf; crosswalk
190,,Winter Finch,Fringilla ? hyemalis,Junco hyemalis,Dark-eyed Junco,daejun,eBird/Clements 2025,Q525818,2492010,F8AFCAC715964EEB,Junco hyemalis_Dark-eyed Junco,,judged,yes,"Fringilla hyemalis Linn. = Dark-eyed Junco (Gould's 'Winter Finch', a straggler); confirm the figure is a slate junco | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
191,,Common or Brown Linnet,Linaria Cannabina,Linaria cannabina,Eurasian Linnet,eurlin1,eBird/Clements 2025,Q27075852,8104397,32635892A4EB874F,Linaria cannabina_Eurasian Linnet,,high,yes,Linnet,General List (vol. I); engraved caption on the leaf; crosswalk
192,,"Mountain Linnet, or Twite",Linaria montana,Linaria flavirostris,Twite,twite1,eBird/Clements 2025,Q10965357,7668711,6CD4E38EB75CA3A0,Linaria flavirostris_Twite,,high,yes,Mountain Linnet = Twite,General List (vol. I); engraved caption on the leaf; crosswalk
193,,Mealy Redpole,Linaria canescens,,,,,,,,,,low,no,Linaria canescens Gould (Mealy Redpoll) is variously placed in Common Redpoll (A. flammea) or Arctic/Hoary Redpoll (A. hornemanni); BirdNET keeps both apart. Blank,General List (vol. I); crosswalk
194,,Lesser Redpole,Linaria minor,Acanthis flammea,Redpoll,redpol1,eBird/Clements 2025,Q20754771,5231630,A2BB98A9,Acanthis cabaret_Lesser Redpoll,,high,yes,Linaria minor Ray = Lesser Redpoll; eBird 2025 lumps the redpolls; this is the Lesser Redpoll form (ISSF lesred1),General List (vol. I); engraved caption on the leaf; crosswalk
195,,Serin Finch,Serinus flavescens,Serinus serinus,European Serin,eurser1,eBird/Clements 2025,Q271807,2494200,C3227709455B9AFF,Serinus serinus_European Serin,,high,yes,Serin,General List (vol. I); engraved caption on the leaf; crosswalk
196,,Goldfinch,Carduelis elegans,Carduelis carduelis,European Goldfinch,eurgol,eBird/Clements 2025,Q25418,2494686,1B235E0052ACC519,Carduelis carduelis_European Goldfinch,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
197,,"Siskin, or Aberdevine",Carduelis spinus,Spinus spinus,Eurasian Siskin,eursis,eBird/Clements 2025,Q27075864,6092830,9820CECA12EC737D,Spinus spinus_Eurasian Siskin,,high,yes,Siskin,General List (vol. I); engraved caption on the leaf; crosswalk
198,,Citril Finch,Carduelis citrinella,Carduelis citrinella,Citril Finch,citfin1,eBird/Clements 2025,Q206550,2494632,039E0011AA4F1420,Carduelis citrinella_Citril Finch,,high,yes,Citril Finch,General List (vol. I); engraved caption on the leaf; crosswalk
199,,Hawfinch,Coccothraustes vulgaris,Coccothraustes coccothraustes,Hawfinch,hawfin,eBird/Clements 2025,Q174088,2494329,84E1F1149261F19E,Coccothraustes coccothraustes_Hawfinch,,high,yes,Hawfinch,General List (vol. I); engraved caption on the leaf; crosswalk
200,,Green Grosbeak,Coccothraustes chloris,Chloris chloris,European Greenfinch,eurgre1,eBird/Clements 2025,Q27075785,5845582,65BD2033E2A722C8,Chloris chloris_European Greenfinch,,high,yes,Green Grosbeak = European Greenfinch,General List (vol. I); engraved caption on the leaf; crosswalk
201,,Parrot Crossbill,Loxia pityopsittacus,Loxia pytyopsittacus,Parrot Crossbill,parcro2,eBird/Clements 2025,Q645055,2494154,CAAD3E23531C26C5,Loxia pytyopsittacus_Parrot Crossbill,,high,yes,"Loxia pityopsittacus Bechst. = Loxia pytyopsittacus (Parrot Crossbill); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
202,,Common Crossbill,Loxia curvirostra,Loxia curvirostra,Red Crossbill,redcro,eBird/Clements 2025,Q26552,9629160,135564AAF6B01DA2,Loxia curvirostra_Red Crossbill,,high,yes,Common Crossbill = Red Crossbill,General List (vol. I); engraved caption on the leaf; crosswalk
203,,White-winged Crossbill,Loxia leucoptera,Loxia leucoptera,White-winged Crossbill,whwcro,eBird/Clements 2025,Q331190,8144830,80C297E6B82452E7,Loxia leucoptera_White-winged Crossbill,,high,yes,White-winged (Two-barred) Crossbill,General List (vol. I); engraved caption on the leaf; crosswalk
204,,Pine Grosbeak,Corythus enucleator,Pinicola enucleator,Pine Grosbeak,pingro,eBird/Clements 2025,Q214571,2494771,83AC4DAD94AFC411,Pinicola enucleator_Pine Grosbeak,,high,yes,Corythus enucleator Cuv. = Pinicola enucleator (Pine Grosbeak); same species,General List (vol. I); engraved caption on the leaf; crosswalk
205,,Siberian Grosbeak,Corythus longicauda,Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,eBird/Clements 2025,Q27075750,7690055,463680BF69BE372A,Carpodacus sibiricus_Long-tailed Rosefinch,,high,yes,Corythus longicauda = Long-tailed Rosefinch,General List (vol. I); engraved caption on the leaf; crosswalk
206,,Scarlet Grosbeak,Erythrospiza erythrina,Carpodacus erythrinus,Common Rosefinch,comros,eBird/Clements 2025,Q46143,2494459,3A713345,Carpodacus erythrinus_Common Rosefinch,,high,yes,Scarlet Grosbeak = Common Rosefinch,General List (vol. I); engraved caption on the leaf; crosswalk
207,,Rosy Grosbeak,Erythrospiza rosea,,,,,,,,,,high,no,"Erythrospiza rosea = Carpodacus roseus, which is not a BirdNET V2.4 label; blank. Rosy Grosbeak = Pallas's Rosefinch",General List (vol. I); crosswalk
208,,Vinous Grosbeak,Erythrospiza githaginea,Bucanetes githagineus,Trumpeter Finch,trufin2,eBird/Clements 2025,Q559883,2494394,8049F70788740F8F,Bucanetes githagineus_Trumpeter Finch,,high,yes,Vinous Grosbeak = Trumpeter Finch,General List (vol. I); engraved caption on the leaf; crosswalk
209,,Bullfinch,Pyrrhula vulgaris,Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,eBird/Clements 2025,Q25382,2494543,24764DC7AD26E5F7,Pyrrhula pyrrhula_Eurasian Bullfinch,,high,yes,"Pyrrhula vulgaris Temm. = Pyrrhula pyrrhula (Eurasian Bullfinch); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
210,,Starling,Sturnus vulgaris,Sturnus vulgaris,European Starling,eursta,eBird/Clements 2025,Q25469,9809229,94A4403295E2D9BE,Sturnus vulgaris_European Starling,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
211,,Sardinian Starling,Sturnus unicolor,Sturnus unicolor,Spotless Starling,sposta1,eBird/Clements 2025,Q836833,2489104,B0D81671A5159DEB,Sturnus unicolor_Spotless Starling,,high,yes,Spotless Starling,General List (vol. I); engraved caption on the leaf; crosswalk
212,,Rose-coloured Pastor,Pastor roseus,Pastor roseus,Rosy Starling,rossta2,eBird/Clements 2025,Q20823352,5845386,24208346AD77666E,Pastor roseus_Rosy Starling,,high,yes,Rose-coloured Starling,General List (vol. I); engraved caption on the leaf; crosswalk
213,,Nutcracker,Nucifraga caryocatactes,Nucifraga caryocatactes,Northern Nutcracker,eurnut3,eBird/Clements 2025,,,,Nucifraga caryocatactes_Eurasian Nutcracker,,high,yes,Nucifraga caryocatactes Briss. = Nucifraga caryocatactes (Eurasian Nutcracker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
214,,Jay,Garrulus glandarius,Garrulus glandarius,Eurasian Jay,eurjay1,eBird/Clements 2025,Q25354,5229493,D8D10F2C5A9AA49F,Garrulus glandarius_Eurasian Jay,,high,yes,Garrulus glandarius Briss. = Garrulus glandarius (Eurasian Jay); same species,General List (vol. I); engraved caption on the leaf; crosswalk
215,,Siberian Jay,Garrulus infaustus,Perisoreus infaustus,Siberian Jay,sibjay1,eBird/Clements 2025,Q214281,2482449,43E6246776E789EC,Perisoreus infaustus_Siberian Jay,,high,yes,Siberian Jay,General List (vol. I); engraved caption on the leaf; crosswalk
216,,Magpie,Pica caudata,Pica pica,Eurasian Magpie,eurmag1,eBird/Clements 2025,Q25307,5229490,FBBBA943D3AB65E8,Pica pica_Eurasian Magpie,,high,yes,Magpie,General List (vol. I); engraved caption on the leaf; crosswalk
217,,Azure-winged Magpie,Pica cyanea,Cyanopica cooki,Iberian Magpie,azwmag3,eBird/Clements 2025,Q12256020,5844936,D30A8AE1FDA18C0A,Cyanopica cooki_Iberian Magpie,,judged,yes,"Azure-winged Magpie, since split: Iberian (C. cooki) and East Asian (C. cyanus). Gould's European bird should be Iberian, but Wagler's name rests on Pallas's Asian bird and Gould may have figured an Asian skin; confirm | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
217,,"Azure-winged Magpie, Pica cyanea",,Cyanopica cyanus,Azure-winged Magpie,azwmag2,eBird/Clements 2025,Q503807,7341881,659D6E44CDDBC5F1,Cyanopica cyanus_Azure-winged Magpie,,judged,yes,pinned beside the crosswalk's row for this plate,engraved caption on the leaf; gould_europe.yaml
218,,Alpine Chough,Pyrrhocorax Pyrrhocorax,Pyrrhocorax graculus,Yellow-billed Chough,yebcho1,eBird/Clements 2025,Q191386,2482553,45B512E2ECC3DB1D,Pyrrhocorax graculus_Yellow-billed Chough,,high,yes,Gould's 'Alpine Chough' (Temminck's use of Pyrrhocorax pyrrhocorax) = Yellow-billed Chough P. graculus; his red-billed Chough is plate 219. Trap: modern P. pyrrhocorax is the Red-billed,General List (vol. I); engraved caption on the leaf; crosswalk
219,,Chough,Fregilus graculus,Pyrrhocorax pyrrhocorax,Red-billed Chough,rebcho1,eBird/Clements 2025,Q643836,2482552,18D2C42A9AD30CD8,Pyrrhocorax pyrrhocorax_Red-billed Chough,,high,yes,Fregilus graculus = Red-billed Chough. Trap: modern P. graculus is the Alpine Chough,General List (vol. I); engraved caption on the leaf; crosswalk
220,,Raven,Corvus corax,Corvus corax,Common Raven,comrav,eBird/Clements 2025,Q25357,2482492,B9B272F40EE1570F,Corvus corax_Common Raven,,high,yes,Corvus corax Linn. = Corvus corax (Common Raven); same species,General List (vol. I); engraved caption on the leaf; crosswalk
221,,Carrion Crow,Corvus corone,Corvus corone,Carrion Crow,carcro1,eBird/Clements 2025,Q26198,9409796,26FB62DAE4262583,Corvus corone_Carrion Crow,,high,yes,Corvus corone Linn. = Corvus corone (Carrion Crow); same species,General List (vol. I); engraved caption on the leaf; crosswalk
222,,Hooded Crow,Corvus cornix,Corvus cornix,Hooded Crow,hoocro1,eBird/Clements 2025,Q25405,2482515,F13D8350,Corvus cornix_Hooded Crow,,high,yes,Corvus cornix Linn. = Corvus cornix (Hooded Crow); same species,General List (vol. I); engraved caption on the leaf; crosswalk
223,,Jackdaw,Corvus monedula,Coloeus monedula,Eurasian Jackdaw,eurjac,eBird/Clements 2025,,,D4C32F8E792B65BA,Corvus monedula_Eurasian Jackdaw,,high,yes,Corvus monedula Linn. = Corvus monedula (Eurasian Jackdaw); same species,General List (vol. I); engraved caption on the leaf; crosswalk
224,,Rook,Corvus frugilegus,Corvus frugilegus,Rook,rook1,eBird/Clements 2025,Q25386,2482513,1078FFEA23D9DD25,Corvus frugilegus_Rook,,high,yes,Corvus frugilegus Linn. = Corvus frugilegus (Rook); same species,General List (vol. I); engraved caption on the leaf; crosswalk
225,,Great Black Woodpecker,Picus martius,Dryocopus martius,Black Woodpecker,blawoo1,eBird/Clements 2025,Q143284,2477872,EDB4BBA6E765E593,Dryocopus martius_Black Woodpecker,,high,yes,Picus martius Linn. = Dryocopus martius (Black Woodpecker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
226,,Green Woodpecker,Picus viridis,Picus viridis,Eurasian Green Woodpecker,eugwoo2,eBird/Clements 2025,Q166171,2478523,A01014FF0A909DD8,Picus viridis_Eurasian Green Woodpecker,,high,yes,"Green Woodpecker (Iberian P. sharpei split, not Gould's bird)",General List (vol. I); engraved caption on the leaf; crosswalk
227,,Grey-headed Green Woodpecker,Picus canus,Picus canus,Gray-headed Woodpecker,gyfwoo1,eBird/Clements 2025,Q201106,2478548,FC68F046,Picus canus_Gray-headed Woodpecker,,high,yes,Picus canus Gmel. = Picus canus (Gray-headed Woodpecker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
228,,White-rumped Woodpecker,Picus leuconotus,Dendrocopos leucotos,White-backed Woodpecker,whbwoo1,eBird/Clements 2025,Q207290,2477927,4507ACD713D16392,Dendrocopos leucotos_White-backed Woodpecker,,high,yes,White-backed Woodpecker,General List (vol. I); engraved caption on the leaf; crosswalk
229,,Great Spotted Woodpecker,Picus major,Dendrocopos major,Great Spotted Woodpecker,grswoo,eBird/Clements 2025,Q26209,2477968,D754DB8552A7AA42,Dendrocopos major_Great Spotted Woodpecker,,high,yes,Picus major Linn. = Dendrocopos major (Great Spotted Woodpecker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
230,,Middle Spotted Woodpecker,Picus medius,Dendrocoptes medius,Middle Spotted Woodpecker,miswoo1,eBird/Clements 2025,Q275591,8773033,504B2FD466B8E1D8,Dendrocoptes medius_Middle Spotted Woodpecker,,high,yes,Picus medius Linn. = Dendrocoptes medius (Middle Spotted Woodpecker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
231,,Lesser Spotted Woodpecker,Picus minor,Dryobates minor,Lesser Spotted Woodpecker,leswoo1,eBird/Clements 2025,Q184518,,AB2F4BC0659B6630,Dryobates minor_Lesser Spotted Woodpecker,,high,yes,Picus minor Linn. = Dryobates minor (Lesser Spotted Woodpecker); same species,General List (vol. I); engraved caption on the leaf; crosswalk
232,,Three-toed Woodpecker,Apternus tridactylus,Picoides tridactylus,Eurasian Three-toed Woodpecker,ettwoo1,eBird/Clements 2025,Q210418,2477804,05B8A4F150564A49,Picoides tridactylus_Eurasian Three-toed Woodpecker,,high,yes,Three-toed Woodpecker (Eurasian),General List (vol. I); engraved caption on the leaf; crosswalk
233,,Wryneck,Yunx torquilla,Jynx torquilla,Eurasian Wryneck,eurwry,eBird/Clements 2025,Q25678,8012314,B2E6AB9FC2608DFA,Jynx torquilla_Eurasian Wryneck,,high,yes,Yunx torquilla Linn. = Jynx torquilla (Eurasian Wryneck); same species,General List (vol. I); engraved caption on the leaf; crosswalk
234,,Common Nuthatch,Sitta Europæa,Sitta europaea,Eurasian Nuthatch,eurnut2,eBird/Clements 2025,Q156767,2484916,9C2B53A087F44E10,Sitta europaea_Eurasian Nuthatch,,high,yes,Sitta Europæa Linn. = Sitta europaea (Eurasian Nuthatch); same species,General List (vol. I); engraved caption on the leaf; crosswalk
235,,Dalmatian Nuthatch,Sitta Syriaca,Sitta neumayer,Western Rock Nuthatch,rocnut1,eBird/Clements 2025,Q749701,2484890,,Sitta neumayer_Western Rock Nuthatch,,high,yes,Sitta syriaca Ehrenb. = Western Rock Nuthatch,General List (vol. I); engraved caption on the leaf; crosswalk
236,,Asiatic Nuthatch,Sitta Asiatica,Sitta europaea,Eurasian Nuthatch,eurnut2,eBird/Clements 2025,Q156767,2484916,9C2B53A087F44E10,Sitta europaea_Eurasian Nuthatch,subspecies,high,no,Sitta asiatica Temm. = the white-bellied Siberian race of Eurasian Nuthatch,General List (vol. I); crosswalk
237,,Common Creeper,Certhia familiaris,Certhia familiaris,Eurasian Treecreeper,eurtre1,eBird/Clements 2025,Q193593,2487603,73BE9A87F6A32D6A,Certhia familiaris_Eurasian Treecreeper,,judged,yes,"Treecreeper; Short-toed Treecreeper (C. brachydactyla) was lumped then and looks near-identical; confirm the figure (it probably is familiaris, as Gould's text is British/northern) | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
238,,Hoopoe,Upupa epops,Upupa epops,Common Hoopoe,hoopoe,eBird/Clements 2025,Q25247,2498415,FA2F9125,Upupa epops_Eurasian Hoopoe,,high,yes,Upupa epops Linn. = Upupa epops (Eurasian Hoopoe); same species,General List (vol. I); engraved caption on the leaf; crosswalk
239,,Wall Creeper,Tichodroma phœnicoptera,Tichodroma muraria,Wallcreeper,wallcr1,eBird/Clements 2025,Q167230,2484918,89C425901C5B5343,Tichodroma muraria_Wallcreeper,,high,yes,Wallcreeper,General List (vol. I); engraved caption on the leaf; crosswalk
240,,Common Cuckoo,Cuculus Canorus,Cuculus canorus,Common Cuckoo,comcuc,eBird/Clements 2025,Q18845,5231918,B3D2C3C5B73EC8E8,Cuculus canorus_Common Cuckoo,,high,yes,Cuculus Canorus Linn. = Cuculus canorus (Common Cuckoo); same species,General List (vol. I); engraved caption on the leaf; crosswalk
241,,Great Spotted Cuckoo,Cuculus glandarius,Clamator glandarius,Great Spotted Cuckoo,grscuc1,eBird/Clements 2025,Q665363,2496464,3D67C56A490A60AE,Clamator glandarius_Great Spotted Cuckoo,,high,yes,Cuculus glandarius Linn. = Clamator glandarius (Great Spotted Cuckoo); same species,General List (vol. I); engraved caption on the leaf; crosswalk
242,,American Cuckoo,Coccyzus Americanus,Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,eBird/Clements 2025,Q852265,2496287,0CF12F8155708DC8,Coccyzus americanus_Yellow-billed Cuckoo,,high,yes,Yellow-billed Cuckoo,General List (vol. I); engraved caption on the leaf; crosswalk
243,,Wood Pigeon,Columba palumbus,Columba palumbus,Common Wood-Pigeon,cowpig1,eBird/Clements 2025,Q26026,2495455,760F307A30689D66,Columba palumbus_Common Wood-Pigeon,,high,yes,Columba palumbus Linn. = Columba palumbus (Common Wood-Pigeon); same species,General List (vol. I); engraved caption on the leaf; crosswalk
244,,Stock Dove,Columba Œnas,Columba oenas,Stock Dove,stodov1,eBird/Clements 2025,Q26140,2495471,68E4C0D1404A46D8,Columba oenas_Stock Dove,,high,yes,Columba Œnas Linn. = Columba oenas (Stock Dove); same species,General List (vol. I); engraved caption on the leaf; crosswalk
245,,Rock Dove,Columba livia,Columba livia,Rock Pigeon,rocpig,eBird/Clements 2025,Q42326,2495414,BBA263C235B15B88,Columba livia_Rock Pigeon,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
